Lead_ID,Lead_Date,Lead_Source,Location,Property_Type, Budget ,Call_Attempts,Call_Status,Follow_Up,Site_Visit,Lead_Status,Sales_Value,Budget_Range
L0393,2026-03-30 16:20:11,Google,Thudiyalur,Apartment," 5,881,849.00 ",4,Not Connected,No,No,Lost,,50L-80L
L0394,2026-03-30 21:45:57,Property Portal,periyanayakanpalayam,Apartment," 4,582,807.00 ",2,Not Connected,No,No,Lost,,30L-50L
L0395,2026-03-31 03:11:43,Google,Coimbatore,Plot," 4,278,674.00 ",1,Not Connected,No,No,Lost,,30L-50L
L0396,2026-03-31 08:37:29,Referral,panneermadai,Apartment," 4,697,479.00 ",1,Connected,Yes,Yes,Follow-up,,30L-50L
L0397,2026-03-31 14:03:15,Property Portal,Coimbatore,Apartment," 8,238,461.00 ",4,Connected,No,No,Lost,,80L-1.2Cr
L0398,2026-03-31 19:29:01,Facebook,Thudiyalur,Apartment," 4,937,586.00 ",4,Connected,No,No,Lost,,30L-50L
L0399,2026-04-01 00:54:46,Property Portal,Ramanathapuram,Villa," 6,817,108.00 ",5,Connected,No,No,Lost,,50L-80L
L0400,2026-04-01 06:20:32,Property Portal,Ramanathapuram,Villa," 10,779,024.00 ",3,Not Connected,No,No,Lost,,80L-1.2Cr
L0401,2026-04-01 11:46:18,Website,Thudiyalur,Apartment," 4,403,815.00 ",1,Connected,No,No,Lost,,30L-50L
L0402,2026-04-01 17:12:04,Referral,Thudiyalur,Apartment," 3,475,278.00 ",1,Connected,Yes,No,Follow-up,,30L-50L
L0403,2026-04-01 22:37:50,Facebook,Thudiyalur,Apartment," 6,879,594.00 ",4,Connected,Yes,Yes,Follow-up,,50L-80L
L0404,2026-04-02 04:03:36,Property Portal,Ramanathapuram,Apartment," 6,020,181.00 ",1,Connected,Yes,Yes,Converted,6200000,50L-80L
L0405,2026-04-02 09:29:22,Google,Ramanathapuram,Villa," 6,646,045.00 ",2,Connected,Yes,Yes,Converted,6250000,50L-80L
L0406,2026-04-02 14:55:08,Property Portal,periyanayakanpalayam,Villa," 11,414,612.00 ",2,Connected,No,No,Lost,,80L-1.2Cr
L0407,2026-04-02 20:20:54,Google,panneermadai,Apartment," 7,808,015.00 ",1,Connected,Yes,No,Follow-up,,50L-80L
L0408,2026-04-03 01:46:40,Website,panneermadai,Apartment," 3,297,698.00 ",1,Not Connected,No,No,Lost,,30L-50L
L0409,2026-04-03 07:12:26,Referral,periyanayakanpalayam,Plot," 3,724,688.00 ",2,Connected,No,No,Lost,,30L-50L
L0410,2026-04-03 12:38:12,Website,Saravanampatti,Apartment," 4,279,758.00 ",2,Connected,No,No,Converted,4350000,30L-50L
L0411,2026-04-03 18:03:58,Google,Thudiyalur,Villa," 9,637,614.00 ",1,Connected,Yes,No,Follow-up,,80L-1.2Cr
L0412,2026-04-03 23:29:44,Referral,Thudiyalur,Apartment," 8,615,227.00 ",4,Connected,Yes,No,Follow-up,,80L-1.2Cr
L0413,2026-04-04 04:55:30,Referral,Thudiyalur,Apartment," 3,756,967.00 ",4,Connected,No,No,Lost,,30L-50L
L0414,2026-04-04 10:21:16,Facebook,Thudiyalur,Apartment," 4,208,458.00 ",2,Connected,Yes,Yes,Follow-up,,30L-50L
L0415,2026-04-04 15:47:02,Instagram,periyanayakanpalayam,Apartment," 5,137,791.00 ",4,Connected,Yes,No,Follow-up,,50L-80L
L0416,2026-04-04 21:12:48,Facebook,Saravanampatti,Plot," 3,502,176.00 ",2,Connected,Yes,No,Follow-up,,30L-50L
L0417,2026-04-05 02:38:34,Google,Thudiyalur,Apartment," 4,706,549.00 ",3,Not Connected,No,No,Lost,,30L-50L
L0418,2026-04-05 08:04:19,Google,Thudiyalur,Apartment," 6,363,063.00 ",5,Connected,No,No,Lost,,50L-80L
L0419,2026-04-05 13:30:05,Instagram,periyanayakanpalayam,Apartment," 8,229,005.00 ",4,Not Connected,Yes,No,Follow-up,,80L-1.2Cr
L0420,2026-04-05 18:55:51,Property Portal,Saravanampatti,Apartment," 5,881,174.00 ",4,Connected,Yes,No,Follow-up,,50L-80L
L0421,2026-04-06 00:21:37,Property Portal,Coimbatore,Apartment," 3,370,608.00 ",1,Connected,Yes,Yes,Follow-up,,30L-50L
L0422,2026-04-06 05:47:23,Property Portal,periyanayakanpalayam,Apartment," 3,154,455.00 ",1,Connected,Yes,No,Follow-up,,30L-50L
L0423,2026-04-06 11:13:09,Website,Thudiyalur,Villa," 8,382,962.00 ",5,Connected,Yes,No,Follow-up,,80L-1.2Cr
L0424,2026-04-06 16:38:55,Facebook,Thudiyalur,Apartment," 3,427,858.00 ",2,Not Connected,No,No,Lost,,30L-50L
L0425,2026-04-06 22:04:41,Website,Saravanampatti,Apartment," 5,034,523.00 ",2,Not Connected,No,No,Lost,,50L-80L
L0426,2026-04-07 03:30:27,Facebook,Saravanampatti,Plot," 4,191,059.00 ",4,Not Connected,No,No,Lost,,30L-50L
L0427,2026-04-07 08:56:13,Facebook,Thudiyalur,Apartment," 4,049,627.00 ",4,Not Connected,Yes,No,Follow-up,,30L-50L
L0428,2026-04-07 14:21:59,Property Portal,Saravanampatti,Plot," 4,649,783.00 ",5,Connected,Yes,No,Follow-up,,30L-50L
L0429,2026-04-07 19:47:45,Google,Ramanathapuram,Apartment," 5,777,508.00 ",2,Connected,Yes,Yes,Follow-up,,50L-80L
L0430,2026-04-08 01:13:31,Website,Saravanampatti,Plot," 2,931,728.00 ",5,Connected,Yes,No,Follow-up,,Below 30L
L0431,2026-04-08 06:39:17,Website,periyanayakanpalayam,Villa," 8,017,337.00 ",1,Unknown,Yes,No,Follow-up,,80L-1.2Cr
L0432,2026-04-08 12:05:03,Property Portal,periyanayakanpalayam,Plot," 4,629,754.00 ",1,Not Connected,Yes,No,Follow-up,,30L-50L
L0433,2026-04-08 17:30:49,Instagram,periyanayakanpalayam,Plot," 3,822,377.00 ",3,Connected,Yes,Yes,Follow-up,,30L-50L
L0434,2026-04-08 22:56:35,Website,Ramanathapuram,Apartment," 3,420,539.00 ",1,Not Connected,No,No,Lost,,30L-50L
L0435,2026-04-09 04:22:21,Website,Thudiyalur,Plot," 6,529,018.00 ",2,Connected,No,Yes,Converted,6450000,50L-80L
L0436,2026-04-09 09:48:06,Instagram,Thudiyalur,Apartment," 3,710,381.00 ",3,Connected,Yes,No,Follow-up,,30L-50L
L0437,2026-04-09 15:13:52,Website,Coimbatore,Apartment," 4,315,712.00 ",2,Connected,No,No,Lost,,30L-50L
L0438,2026-04-09 20:39:38,Property Portal,Ramanathapuram,Apartment," 3,425,767.00 ",1,Not Connected,No,No,Lost,,30L-50L
L0439,2026-04-10 02:05:24,Instagram,Thudiyalur,Apartment," 5,299,688.00 ",2,Not Connected,No,No,Lost,,50L-80L
L0440,2026-04-10 07:31:10,Website,Ramanathapuram,Apartment," 7,568,966.00 ",2,Connected,No,Yes,Lost,,50L-80L
L0441,2026-04-10 12:56:56,Website,Saravanampatti,Villa," 8,420,872.00 ",2,Connected,Yes,No,Follow-up,,80L-1.2Cr
L0442,2026-04-10 18:22:42,Referral,Thudiyalur,Apartment," 3,737,463.00 ",4,Connected,Yes,No,Follow-up,,30L-50L
L0443,2026-04-10 23:48:28,Google,Ramanathapuram,Villa," 8,850,680.00 ",4,Connected,Yes,No,Converted,9250000,80L-1.2Cr
L0444,2026-04-11 05:14:14,Google,periyanayakanpalayam,Plot," 1,707,596.00 ",2,Connected,Yes,No,Follow-up,,Below 30L
L0445,2026-04-11 10:40:00,Property Portal,Saravanampatti,Apartment," 3,228,129.00 ",4,Connected,Yes,No,Follow-up,,30L-50L
L0446,2026-04-11 16:05:46,Referral,Thudiyalur,Apartment," 3,617,367.00 ",1,Connected,Yes,Yes,Follow-up,,30L-50L
L0447,2026-04-11 21:31:32,Referral,Ramanathapuram,Apartment," 5,756,426.00 ",2,Connected,Yes,No,Follow-up,,50L-80L
L0448,2026-04-12 02:57:18,Property Portal,panneermadai,Apartment," 6,738,484.00 ",4,Connected,Yes,No,Converted,6700000,50L-80L
L0449,2026-04-12 08:23:04,Google,Saravanampatti,Apartment," 5,592,618.00 ",2,Not Connected,No,No,Lost,,50L-80L
L0450,2026-04-12 13:48:50,Website,Ramanathapuram,Apartment," 4,380,503.00 ",6,Connected,Yes,No,Converted,4050000,30L-50L
L0451,2026-04-12 19:14:36,Property Portal,periyanayakanpalayam,Apartment," 5,411,290.00 ",2,Connected,Yes,Yes,Converted,5400000,50L-80L
L0452,2026-04-13 00:40:22,Facebook,Ramanathapuram,Plot," 5,113,777.00 ",4,Connected,No,No,Lost,,50L-80L
L0453,2026-04-13 06:06:08,Facebook,Saravanampatti,Villa," 8,290,123.00 ",2,Connected,Yes,Yes,Converted,7800000,80L-1.2Cr
L0454,2026-04-13 11:31:54,Referral,periyanayakanpalayam,Apartment," 8,367,308.00 ",2,Connected,No,Yes,Converted,8550000,80L-1.2Cr
L0455,2026-04-13 16:57:39,Website,Thudiyalur,Villa," 6,268,449.00 ",2,Not Connected,No,No,Lost,,50L-80L
L0456,2026-04-13 22:23:25,Facebook,Saravanampatti,Apartment," 7,888,978.00 ",4,Not Connected,Yes,No,Follow-up,,50L-80L
L0457,2026-04-14 03:49:11,Website,Ramanathapuram,Apartment," 7,146,276.00 ",3,Not Connected,Yes,No,Follow-up,,50L-80L
L0458,2026-04-14 09:14:57,Facebook,Ramanathapuram,Villa," 6,639,104.00 ",5,Connected,Yes,Yes,Converted,6850000,50L-80L
L0459,2026-04-14 14:40:43,Website,Thudiyalur,Apartment," 3,943,681.00 ",2,Connected,No,No,Lost,,30L-50L
L0460,2026-04-14 20:06:29,Website,Ramanathapuram,Apartment," 4,334,649.00 ",1,Not Connected,No,No,Lost,,30L-50L
L0461,2026-04-15 01:32:15,Website,Coimbatore,Plot," 4,471,316.00 ",2,Connected,Yes,No,Follow-up,,30L-50L
L0462,2026-04-15 06:58:01,Instagram,Ramanathapuram,Plot," 4,126,102.00 ",3,Connected,No,No,Lost,,30L-50L
L0463,2026-04-15 12:23:47,Property Portal,Thudiyalur,Villa," 8,000,892.00 ",5,Connected,Yes,No,Follow-up,,80L-1.2Cr
L0464,2026-04-15 17:49:33,Instagram,Ramanathapuram,Villa," 10,701,341.00 ",2,Connected,No,Yes,Lost,,80L-1.2Cr
L0465,2026-04-15 23:15:19,Referral,Saravanampatti,Villa," 9,090,074.00 ",3,Connected,No,Yes,Converted,8950000,80L-1.2Cr
L0466,2026-04-16 04:41:05,Google,Thudiyalur,Apartment," 4,074,477.00 ",2,Connected,Yes,Yes,Converted,4150000,30L-50L
L0467,2026-04-16 10:06:51,Google,Saravanampatti,Apartment," 4,967,928.00 ",3,Connected,Yes,Yes,Follow-up,,30L-50L
L0468,2026-04-16 15:32:37,Property Portal,Coimbatore,Apartment," 4,326,980.00 ",5,Connected,Yes,No,Follow-up,,30L-50L
L0469,2026-04-16 20:58:23,Google,Saravanampatti,Apartment," 4,405,802.00 ",1,Connected,Yes,No,Follow-up,,30L-50L
L0470,2026-04-17 02:24:09,Referral,panneermadai,Apartment," 3,386,350.00 ",2,Connected,Yes,Yes,Follow-up,,30L-50L
L0471,2026-04-17 07:49:55,Website,periyanayakanpalayam,Apartment," 3,774,107.00 ",6,Connected,No,No,Lost,,30L-50L
L0472,2026-04-17 13:15:41,Referral,Ramanathapuram,Plot," 7,929,512.00 ",5,Connected,No,No,Lost,,50L-80L
L0473,2026-04-17 18:41:26,Website,Saravanampatti,Plot," 4,877,955.00 ",3,Connected,Yes,No,Follow-up,,30L-50L
L0474,2026-04-18 00:07:12,Property Portal,Coimbatore,Villa," 6,141,449.00 ",3,Connected,Yes,No,Follow-up,,50L-80L
L0475,2026-04-18 05:32:58,Facebook,Coimbatore,Apartment," 3,295,920.00 ",2,Connected,No,No,Lost,,30L-50L
L0476,2026-04-18 10:58:44,Referral,Ramanathapuram,Plot," 1,635,370.00 ",3,Connected,Yes,Yes,Follow-up,,Below 30L
L0477,2026-04-18 16:24:30,Website,panneermadai,Apartment," 6,435,365.00 ",4,Not Connected,Yes,No,Follow-up,,50L-80L
L0478,2026-04-18 21:50:16,Facebook,panneermadai,Villa," 8,000,564.00 ",3,Connected,Yes,No,Follow-up,,80L-1.2Cr
L0479,2026-04-19 03:16:02,Referral,panneermadai,Apartment," 4,743,768.00 ",2,Connected,Yes,Yes,Follow-up,,30L-50L
L0480,2026-04-19 08:41:48,Facebook,Coimbatore,Villa," 6,504,677.00 ",1,Connected,Yes,No,Follow-up,,50L-80L
L0481,2026-04-19 14:07:34,Instagram,panneermadai,Apartment," 4,458,760.00 ",2,Not Connected,No,No,Lost,,30L-50L
L0482,2026-04-19 19:33:20,Instagram,Thudiyalur,Plot," 6,275,394.00 ",1,Connected,Yes,Yes,Converted,5900000,50L-80L
L0483,2026-04-20 00:59:06,Facebook,periyanayakanpalayam,Plot," 3,931,516.00 ",1,Connected,No,No,Lost,,30L-50L
L0484,2026-04-20 06:24:52,Instagram,Thudiyalur,Apartment," 5,292,331.00 ",2,Connected,Yes,Yes,Follow-up,,50L-80L
L0485,2026-04-20 11:50:38,Instagram,Coimbatore,Apartment," 5,520,748.00 ",1,Connected,No,No,Lost,,50L-80L
L0486,2026-04-20 17:16:24,Referral,Coimbatore,Plot," 6,845,965.00 ",1,Not Connected,Yes,No,Converted,6750000,50L-80L
L0487,2026-04-20 22:42:10,Website,Coimbatore,Apartment," 6,472,159.00 ",3,Not Connected,Yes,No,Follow-up,,50L-80L
L0488,2026-04-21 04:07:56,Google,Ramanathapuram,Plot," 3,646,013.00 ",1,Connected,No,No,Lost,,30L-50L
L0489,2026-04-21 09:33:42,Referral,Coimbatore,Villa," 9,224,858.00 ",1,Not Connected,Yes,No,Follow-up,,80L-1.2Cr
L0490,2026-04-21 14:59:28,Property Portal,periyanayakanpalayam,Apartment," 4,672,647.00 ",2,Connected,Yes,No,Converted,4550000,30L-50L
L0491,2026-04-21 20:25:14,Facebook,Thudiyalur,Apartment," 8,947,317.00 ",1,Connected,Yes,No,Follow-up,,80L-1.2Cr
L0492,2026-04-22 01:50:59,Instagram,Coimbatore,Apartment," 4,143,457.00 ",3,Connected,No,No,Lost,,30L-50L
L0493,2026-04-22 07:16:45,Google,Thudiyalur,Villa," 6,132,659.00 ",1,Connected,No,No,Lost,,50L-80L
L0494,2026-04-22 12:42:31,Website,Thudiyalur,Apartment," 3,639,872.00 ",4,Not Connected,No,No,Lost,,30L-50L
L0495,2026-04-22 18:08:17,Facebook,Ramanathapuram,Apartment," 6,421,576.00 ",5,Connected,Yes,No,Follow-up,,50L-80L
L0496,2026-04-22 23:34:03,Google,Ramanathapuram,Apartment," 7,436,321.00 ",4,Connected,No,No,Lost,,50L-80L
L0497,2026-04-23 04:59:49,Instagram,Ramanathapuram,Villa," 8,075,838.00 ",3,Connected,Yes,No,Follow-up,,80L-1.2Cr
L0498,2026-04-23 10:25:35,Website,periyanayakanpalayam,Plot," 4,213,866.00 ",5,Connected,No,No,Lost,,30L-50L
L0499,2026-04-23 15:51:21,Referral,Coimbatore,Plot," 4,647,825.00 ",3,Connected,Yes,Yes,Follow-up,,30L-50L
L0500,2026-04-23 21:17:07,Referral,Saravanampatti,Apartment," 4,001,452.00 ",1,Connected,No,No,Lost,,30L-50L
L0501,2026-04-24 02:42:53,Instagram,periyanayakanpalayam,Plot," 3,432,830.00 ",2,Not Connected,No,No,Lost,,30L-50L
L0502,2026-04-24 08:08:39,Facebook,periyanayakanpalayam,Villa," 8,734,001.00 ",5,Connected,No,No,Lost,,80L-1.2Cr
L0503,2026-04-24 13:34:25,Google,Thudiyalur,Villa," 11,774,381.00 ",2,Connected,Yes,No,Follow-up,,80L-1.2Cr
L0504,2026-04-24 19:00:11,Property Portal,Coimbatore,Plot," 2,352,557.00 ",1,Not Connected,No,No,Lost,,Below 30L
L0505,2026-04-25 00:25:57,Instagram,Coimbatore,Apartment," 7,610,179.00 ",4,Connected,Yes,Yes,Follow-up,,50L-80L
L0506,2026-04-25 05:51:43,Website,Coimbatore,Apartment," 3,566,510.00 ",4,Connected,Yes,Yes,Converted,3550000,30L-50L
L0507,2026-04-25 11:17:29,Referral,periyanayakanpalayam,Plot," 2,790,894.00 ",1,Not Connected,No,No,Lost,,Below 30L
L0508,2026-04-25 16:43:15,Property Portal,periyanayakanpalayam,Apartment," 5,933,371.00 ",3,Connected,Yes,Yes,Follow-up,,50L-80L
L0509,2026-04-25 22:09:01,Referral,Ramanathapuram,Plot," 4,575,327.00 ",1,Connected,No,No,Lost,,30L-50L
L0510,2026-04-26 03:34:46,Instagram,panneermadai,Plot," 2,164,635.00 ",4,Connected,Yes,Yes,Follow-up,,Below 30L
L0511,2026-04-26 09:00:32,Instagram,panneermadai,Apartment," 3,668,629.00 ",2,Not Connected,No,No,Lost,,30L-50L
L0512,2026-04-26 14:26:18,Facebook,Ramanathapuram,Plot," 2,883,640.00 ",2,Connected,Yes,No,Follow-up,,Below 30L
L0513,2026-04-26 19:52:04,Referral,Saravanampatti,Apartment," 4,917,583.00 ",4,Connected,Yes,Yes,Converted,4550000,30L-50L
L0514,2026-04-27 01:17:50,Property Portal,Thudiyalur,Apartment," 4,642,868.00 ",2,Connected,Yes,No,Follow-up,,30L-50L
L0515,2026-04-27 06:43:36,Website,Thudiyalur,Villa," 6,685,503.00 ",3,Connected,Yes,No,Follow-up,,50L-80L
L0516,2026-04-27 12:09:22,Website,Thudiyalur,Plot," 3,337,284.00 ",2,Connected,No,No,Lost,,30L-50L
L0517,2026-04-27 17:35:08,Google,Ramanathapuram,Apartment," 6,208,558.00 ",2,Connected,Yes,Yes,Follow-up,,50L-80L
L0518,2026-04-27 23:00:54,Property Portal,Saravanampatti,Apartment," 6,002,087.00 ",3,Connected,Yes,No,Follow-up,,50L-80L
L0519,2026-04-28 04:26:40,Referral,Thudiyalur,Villa," 6,633,718.00 ",1,Not Connected,No,No,Lost,,50L-80L
L0520,2026-04-28 09:52:26,Website,Saravanampatti,Villa," 9,078,111.00 ",2,Not Connected,Yes,No,Follow-up,,80L-1.2Cr
L0521,2026-04-28 15:18:12,Instagram,Thudiyalur,Villa," 14,710,865.00 ",1,Not Connected,No,No,Lost,,Above 1.2Cr
L0522,2026-04-28 20:43:58,Google,Saravanampatti,Apartment," 4,649,396.00 ",3,Connected,No,No,Lost,,30L-50L
L0523,2026-04-29 02:09:44,Referral,Coimbatore,Apartment," 6,113,728.00 ",5,Not Connected,No,No,Lost,,50L-80L
L0524,2026-04-29 07:35:30,Property Portal,Thudiyalur,Apartment," 7,435,784.00 ",6,Connected,No,No,Lost,,50L-80L
L0525,2026-04-29 13:01:16,Property Portal,periyanayakanpalayam,Plot," 2,309,340.00 ",2,Not Connected,No,No,Lost,,Below 30L
L0526,2026-04-29 18:27:02,Facebook,Thudiyalur,Apartment," 4,492,017.00 ",2,Not Connected,No,No,Lost,,30L-50L
L0527,2026-04-29 23:52:48,Facebook,Coimbatore,Apartment," 3,122,019.00 ",2,Connected,Yes,Yes,Converted,3200000,30L-50L
L0528,2026-04-30 05:18:34,Google,Coimbatore,Plot," 1,679,001.00 ",4,Connected,Yes,Yes,Follow-up,,Below 30L
L0529,2026-04-30 10:44:19,Website,panneermadai,Apartment," 5,648,837.00 ",1,Connected,Yes,No,Follow-up,,50L-80L
L0530,2026-04-30 16:10:05,Property Portal,periyanayakanpalayam,Plot," 2,529,870.00 ",6,Connected,No,No,Lost,,Below 30L
L0531,2026-04-30 21:35:51,Property Portal,Coimbatore,Villa," 8,416,826.00 ",2,Connected,Yes,Yes,Follow-up,,80L-1.2Cr
L0532,2026-05-01 03:01:37,Referral,Ramanathapuram,Plot," 1,596,143.00 ",6,Connected,No,No,Lost,,Below 30L
L0533,2026-05-01 08:27:23,Referral,Ramanathapuram,Apartment," 4,020,332.00 ",4,Connected,No,No,Converted,3750000,30L-50L
L0534,2026-05-01 13:53:09,Facebook,Thudiyalur,Apartment," 3,900,959.00 ",4,Connected,Yes,Yes,Converted,3900000,30L-50L
L0535,2026-05-01 19:18:55,Property Portal,Coimbatore,Villa," 13,717,535.00 ",2,Connected,No,No,Lost,,Above 1.2Cr
L0536,2026-05-02 00:44:41,Referral,Thudiyalur,Plot," 2,839,527.00 ",1,Connected,Yes,No,Follow-up,,Below 30L
L0537,2026-05-02 06:10:27,Property Portal,Thudiyalur,Villa," 8,676,299.00 ",2,Not Connected,No,No,Lost,,80L-1.2Cr
L0538,2026-05-02 11:36:13,Google,Ramanathapuram,Apartment," 3,265,702.00 ",2,Connected,No,No,Lost,,30L-50L
L0539,2026-05-02 17:01:59,Facebook,Thudiyalur,Villa," 7,888,007.00 ",1,Not Connected,Yes,No,Follow-up,,50L-80L
L0540,2026-05-02 22:27:45,Website,periyanayakanpalayam,Villa," 7,739,122.00 ",3,Connected,Yes,No,Follow-up,,50L-80L
L0541,2026-05-03 03:53:31,Referral,Ramanathapuram,Villa," 6,775,292.00 ",2,Connected,Yes,Yes,Converted,6250000,50L-80L
L0542,2026-05-03 09:19:17,Instagram,Thudiyalur,Villa," 10,878,526.00 ",3,Not Connected,No,No,Lost,,80L-1.2Cr
L0543,2026-05-03 14:45:03,Google,periyanayakanpalayam,Plot," 3,189,074.00 ",3,Connected,No,Yes,Converted,3300000,30L-50L
L0544,2026-05-03 20:10:49,Instagram,Thudiyalur,Villa," 6,219,707.00 ",1,Connected,Yes,Yes,Follow-up,,50L-80L
L0545,2026-05-04 01:36:35,Instagram,Saravanampatti,Apartment," 3,171,389.00 ",6,Connected,Yes,Yes,Converted,3000000,30L-50L
L0546,2026-05-04 07:02:21,Google,periyanayakanpalayam,Apartment," 4,059,165.00 ",1,Connected,Yes,No,Follow-up,,30L-50L
L0547,2026-05-04 12:28:06,Website,panneermadai,Apartment," 6,336,666.00 ",2,Connected,Yes,Yes,Converted,6250000,50L-80L
L0548,2026-05-04 17:53:52,Instagram,periyanayakanpalayam,Apartment," 3,825,963.00 ",2,Connected,Yes,No,Follow-up,,30L-50L
L0549,2026-05-04 23:19:38,Facebook,Thudiyalur,Apartment," 3,093,078.00 ",4,Connected,Yes,Yes,Converted,2950000,30L-50L
L0550,2026-05-05 04:45:24,Property Portal,Ramanathapuram,Apartment," 5,259,402.00 ",1,Connected,Yes,Yes,Converted,5350000,50L-80L
L0551,2026-05-05 10:11:10,Facebook,Saravanampatti,Apartment," 5,074,888.00 ",2,Connected,Yes,No,Follow-up,,50L-80L
L0552,2026-05-05 15:36:56,Property Portal,Ramanathapuram,Apartment," 6,470,633.00 ",3,Connected,No,No,Lost,,50L-80L
L0553,2026-05-05 21:02:42,Facebook,panneermadai,Plot," 2,738,227.00 ",1,Connected,Yes,Yes,Converted,2650000,Below 30L
L0554,2026-05-06 02:28:28,Facebook,Saravanampatti,Plot," 1,834,199.00 ",3,Connected,No,No,Lost,,Below 30L
L0555,2026-05-06 07:54:14,Property Portal,Thudiyalur,Apartment," 3,111,426.00 ",5,Not Connected,Yes,No,Follow-up,,30L-50L
L0556,2026-05-06 13:20:00,Facebook,Thudiyalur,Plot," 4,905,451.00 ",6,Connected,No,No,Lost,,30L-50L
L0557,2026-05-06 18:45:46,Website,Ramanathapuram,Apartment," 7,045,727.00 ",1,Connected,No,Yes,Lost,,50L-80L
L0558,2026-05-07 00:11:32,Website,Coimbatore,Apartment," 4,475,368.00 ",1,Connected,Yes,No,Follow-up,,30L-50L
L0559,2026-05-07 05:37:18,Property Portal,panneermadai,Apartment," 4,108,383.00 ",2,Not Connected,No,No,Lost,,30L-50L
L0560,2026-05-07 11:03:04,Instagram,Saravanampatti,Apartment," 5,592,038.00 ",2,Connected,Yes,Yes,Follow-up,,50L-80L
L0561,2026-05-07 16:28:50,Instagram,Coimbatore,Villa," 8,442,432.00 ",1,Not Connected,No,No,Lost,,80L-1.2Cr
L0562,2026-05-07 21:54:36,Google,Thudiyalur,Villa," 6,407,407.00 ",1,Connected,No,No,Lost,,50L-80L
L0563,2026-05-08 03:20:22,Website,panneermadai,Apartment," 5,795,309.00 ",6,Connected,Yes,No,Follow-up,,50L-80L
L0564,2026-05-08 08:46:08,Website,Thudiyalur,Apartment," 8,127,651.00 ",5,Not Connected,No,No,Lost,,80L-1.2Cr
L0565,2026-05-08 14:11:54,Google,panneermadai,Apartment," 7,901,431.00 ",1,Connected,Yes,No,Follow-up,,50L-80L
L0566,2026-05-08 19:37:39,Instagram,Coimbatore,Apartment," 5,873,714.00 ",2,Connected,No,No,Lost,,50L-80L
L0567,2026-05-09 01:03:25,Google,Ramanathapuram,Apartment," 3,228,584.00 ",2,Not Connected,No,No,Lost,,30L-50L
L0568,2026-05-09 06:29:11,Facebook,Thudiyalur,Apartment," 4,127,113.00 ",1,Not Connected,No,No,Lost,,30L-50L
L0569,2026-05-09 11:54:57,Referral,Ramanathapuram,Plot," 3,085,167.00 ",3,Connected,Yes,No,Follow-up,,30L-50L
L0570,2026-05-09 17:20:43,Google,periyanayakanpalayam,Plot," 2,846,419.00 ",3,Connected,No,No,Lost,,Below 30L
L0571,2026-05-09 22:46:29,Facebook,periyanayakanpalayam,Apartment," 5,364,286.00 ",5,Connected,Yes,Yes,Follow-up,,50L-80L
L0572,2026-05-10 04:12:15,Property Portal,Thudiyalur,Plot," 3,559,074.00 ",4,Connected,No,No,Lost,,30L-50L
L0573,2026-05-10 09:38:01,Google,Ramanathapuram,Apartment," 3,756,079.00 ",3,Not Connected,No,No,Lost,,30L-50L
L0574,2026-05-10 15:03:47,Instagram,Saravanampatti,Apartment," 4,443,401.00 ",3,Not Connected,No,No,Lost,,30L-50L
L0575,2026-05-10 20:29:33,Property Portal,Thudiyalur,Apartment," 7,115,417.00 ",2,Connected,Yes,Yes,Follow-up,,50L-80L
L0576,2026-05-11 01:55:19,Referral,Thudiyalur,Villa," 11,511,166.00 ",3,Not Connected,No,No,Lost,,80L-1.2Cr
L0577,2026-05-11 07:21:05,Website,Thudiyalur,Plot," 2,123,640.00 ",2,Connected,No,No,Lost,,Below 30L
L0578,2026-05-11 12:46:51,Referral,Ramanathapuram,Villa," 11,344,720.00 ",1,Connected,Yes,Yes,Follow-up,,80L-1.2Cr
L0579,2026-05-11 18:12:37,Facebook,Ramanathapuram,Apartment," 3,562,634.00 ",1,Connected,Yes,Yes,Follow-up,,30L-50L
L0580,2026-05-11 23:38:23,Google,periyanayakanpalayam,Villa," 6,040,149.00 ",2,Connected,Yes,Yes,Converted,6150000,50L-80L
L0581,2026-05-12 05:04:09,Facebook,Thudiyalur,Apartment," 6,628,448.00 ",5,Connected,Yes,No,Follow-up,,50L-80L
L0582,2026-05-12 10:29:55,Referral,Coimbatore,Plot," 2,334,379.00 ",1,Not Connected,No,No,Lost,,Below 30L
L0583,2026-05-12 15:55:41,Facebook,periyanayakanpalayam,Apartment," 3,680,913.00 ",2,Connected,No,No,Lost,,30L-50L
L0584,2026-05-12 21:21:26,Google,periyanayakanpalayam,Apartment," 4,414,474.00 ",2,Connected,Yes,Yes,Converted,4200000,30L-50L
L0585,2026-05-13 02:47:12,Instagram,Saravanampatti,Villa," 7,361,425.00 ",3,Not Connected,Yes,No,Follow-up,,50L-80L
L0586,2026-05-13 08:12:58,Google,Thudiyalur,Villa," 14,957,499.00 ",1,Connected,No,No,Lost,,Above 1.2Cr
L0587,2026-05-13 13:38:44,Website,Ramanathapuram,Apartment," 4,809,510.00 ",6,Connected,Yes,Yes,Follow-up,,30L-50L
L0588,2026-05-13 19:04:30,Website,Coimbatore,Villa," 9,487,627.00 ",5,Connected,No,No,Lost,,80L-1.2Cr
L0589,2026-05-14 00:30:16,Website,Coimbatore,Apartment," 3,940,335.00 ",3,Not Connected,No,No,Lost,,30L-50L
